,Age,Fare,Survived,Pclass_3,Pclass_1,Pclass_2,Sex_male,Sex_female,SibSp_1,SibSp_0,SibSp_3,SibSp_4,SibSp_2,SibSp_5,Parch_0,Parch_1,Parch_2,Parch_5,Parch_3,Parch_4,Parch_6,Embarked_S,Embarked_C,Embarked_Q
0,28.34426229508197,71.2833,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
1,28.34426229508197,30.0708,1,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
2,28.34426229508197,11.2417,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
3,28.34426229508197,41.5792,1,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
4,28.34426229508197,76.7292,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
5,28.34426229508197,14.4542,0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
6,28.34426229508197,14.4583,0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
7,28.34426229508197,28.7125,0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
8,28.34426229508197,27.7208,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
9,28.34426229508197,146.5208,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
10,28.34426229508197,113.275,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
11,28.34426229508197,76.2917,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
12,28.34426229508197,15.2458,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
13,28.34426229508197,512.3292,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
14,28.34426229508197,91.0792,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
15,28.34426229508197,247.5208,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
16,28.34426229508197,108.9,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
17,28.34426229508197,56.9292,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
18,28.34426229508197,83.1583,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
19,28.34426229508197,262.375,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
20,28.34426229508197,134.5,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
21,28.34426229508197,135.6333,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
22,28.34426229508197,57.9792,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
23,28.34426229508197,134.5,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
24,28.34426229508197,14.4542,0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
25,28.34426229508197,75.25,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
26,28.34426229508197,69.3,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
27,28.34426229508197,227.525,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
28,28.34426229508197,15.7417,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
29,28.34426229508197,12.0,1,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
30,28.34426229508197,113.275,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
31,28.34426229508197,19.2583,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
32,28.34426229508197,19.2583,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
33,28.34426229508197,13.7917,1,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
34,28.34426229508197,78.2667,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
35,28.34426229508197,59.4,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
36,28.34426229508197,57.9792,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
37,28.34426229508197,106.425,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
38,28.34426229508197,49.5,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
39,28.34426229508197,39.6,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
40,28.34426229508197,110.8833,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
41,28.34426229508197,78.2667,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
42,28.34426229508197,41.5792,1,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
43,28.34426229508197,69.3,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
44,28.34426229508197,19.2583,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
45,28.34426229508197,13.4167,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
46,28.34426229508197,227.525,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
47,28.34426229508197,14.4542,0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
48,28.34426229508197,49.5042,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
49,28.34426229508197,227.525,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
50,28.34426229508197,262.375,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
51,28.34426229508197,7.2292,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
52,28.34426229508197,14.4542,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
53,28.34426229508197,83.1583,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
54,28.34426229508197,31.0,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
55,28.34426229508197,15.2458,0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
56,28.34426229508197,19.2583,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
57,28.34426229508197,13.8583,1,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
58,28.34426229508197,24.0,1,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
59,28.34426229508197,7.225,1,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
60,28.34426229508197,83.1583,1,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0
61,19.379473684210524,29.125,0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.5
62,19.379473684210524,82.1708,0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.5
63,19.379473684210524,7.2292,0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.5
